DX extract;DX full;Name;Original Film or informations;Manufacturer;reliability;Country;Beginning year;End year;Distributor;Ava;Pic
0756;007563;HP Color Print Film 200 #Hewlett Packard;Agfa XRG 200 / Agfacolor;Agfa;3;Made in Germany;2003 ?;;Hewlett-Packard Co.;0;HPcolor200.jpg
1854;018543;ificolor 200 ;Agfa ?;;3;;;;;0;
1755;017550;Ilford 400 DELTA #delta400;;Ilford ltd;;Made in UK;1990;~2000;;0;Delta400.jpg
1731;017310;Ilford A 125;;Ilford ltd;;Made in UK;;;;0;
1732;017320;Ilford A 400;;Ilford ltd;;Made in UK;;;;0;
1754;017540;Ilford BLACK 400 #black400;;Ilford ltd;;Made in UK;;;;0;
0274;002741;Ilford Colors 100;Agfa XRG Emulsion;Agfa;2;;;;Ilford ltd;0;
1758;017580;Ilford DELTA 100 #delta100 D100;;Ilford ltd;;Made in UK;1992;1995;;0;Delta100.jpg
1759;017590;Ilford DELTA 100 Professional #delta100 D100;Improved Delta 100;Ilford ltd;;Made in UK;1995;2018;;0;Delta100pro.jpg
1759;017590;Ilford DELTA 100 Professional #delta100 D100;New B&W box;Harman Technologies;;Made in UK;2018;;;2;IlfordDelta100-2018.jpg
1738;017380;Ilford DELTA 3200 Professional (Press or ProPack) #delta3200 D3200;"Sold by big ""propack"", 50 films, no individual box";ILFORD Imaging UK Limited;;Made in UK;1998 ?;;;1;IlfordDelta3200Propak.jpg
1738;017380;Ilford DELTA 3200 Professional #delta3200 D3200;New B&W box;Harman Technologies;;Made in UK;2018;;;2;IlfordDelta3200-2018.jpg
1738;017380;Ilford DELTA 3200 Professional #delta3200 D3200;;ILFORD Imaging UK Limited;;Made in UK;1998;2018;;0;Delta3200pro.jpg
1752;017520;Ilford Delta 400 Pro #delta400 D400;New B&W box;Harman Technologies;;Made in UK;2018;;;2;IlfordDelta400-2018.jpg
1752;017520;Ilford Delta 400 Pro #delta400 D400;;Ilford ltd;;Made in UK;~2000;2018;;0;Delta400pro.jpg
1746;017462;Ilford FP4 / O PAN #FP-4;;Ilford ltd;;Made in UK;1968;~80's;;0;FP4.jpg
1750;017500;Ilford FP4 #FP-4;;Ilford ltd;;Made in UK;1968;1990;;0;FP4black.jpg
1746;;Ilford FP4 Negative Cine Film #FP-4;;Ilford ltd;;Made in UK;1968;80’s ?;;0;
1756;017560;Ilford FP4 PLUS (black box) #FP-4 FP4+;;Ilford ltd;;Made in UK;1990;~2004;;0;FP4PlusBlack.jpg
1756;017560;Ilford FP4 PLUS (Black&white box) #FP-4 FP4+;New B&W box;Harman Technologies;;Made in UK;2018;;;2;IlfordFP4plus2018.jpg
1756;017560;Ilford FP4 PLUS (Press or Propack) #FP-4 FP4+;"Sold by big ""propack"", 50 films, no individual box";Ilford ltd;;Made in UK;;;;1;IlfordFP4plusPress.jpg
1756;017560;Ilford FP4 PLUS (white box) FP4+;;Ilford ltd;;Made in UK;~2004;2018;;0;FP4PlusWhite.jpg
1756;017560;Ilford FP4 PLUS limited-edition retro packaging for 145th birthday #FP-4 FP4+;New B&W box;Harman Technologies;;Made in UK;2024;2025;;0;IlfordFP4-145birthday.jpg
1756;;Ilford FP4 PLUS motion picture version #FP-4 FP4+;;Ilford ltd;;Made in UK;~1990;;;0;
1756;;Ilford FP4 PLUS Surveillance version #FP-4 FP4+;;Ilford ltd;;Made in UK;90's ?;;;0;
1729;017290;Ilford H125;;Ilford ltd;;Made in UK;;2003;;0;
1730;017300;Ilford H400;;Ilford ltd;;Made in UK;;;;0;
1751;;Ilford HP5;;Ilford ltd;;Made in UK;1976;1982;;0;IlfordHP5.jpg
1751;017519;Ilford HP5 Autowinder 72 Exp.;HP5 on thin polyester so 72 exposure film length could be accomodated within a standard 36 exposure cassette.;Ilford ltd;;Made in UK;1981;1984;;0;IlfordHP5wind.jpg
1751;017510;Ilford HP5 Improved;Better gradation scale and finer-grained, sharper images;Ilford ltd;;Made in UK;1982;1990;;0;IlfordHP5.jpg
1753;017530;Ilford HP5 PLUS 400 HP5+ (black box);;Ilford ltd;;Made in UK;1989;~2004;;0;HP5plusfirst.jpg
1753;017530;Ilford HP5 PLUS 400 HP5+ (Black&white box);New B&W box;Harman Technologies;;Made in UK;2018;;;2;IlfordHP5plus2018.jpg
1753;017530;Ilford HP5 PLUS 400 HP5+ (Press or propack);"Sold by big ""propack"", 50 films, no individual box";Ilford ltd;;Made in UK;~1989 ?;;;1;HP5plusPress.jpg
1753;017530;Ilford HP5 PLUS 400 HP5+ (white box);;Ilford ltd;;Made in UK;~2004;2018;;0;Hp5plusactual.jpg
1753;017530;Ilford HP5 PLUS 400 limited-edition retro packaging for 145th birthday #HP5+;;Harman Technologies;;Made in UK;2024;2025;;0;IlfordHP5-145birthday.jpg
1753;;Ilford HP5 PLUS 400 motion picture version HP5+;;Ilford ltd;;Made in UK;;2003;;0;
0512;005128;Ilford Ilfocolor 100 plus;Solaris FG;Ferrania;3;;Mid-2000’s ?;2008;Ilford, GB (Only in Italy);0;IlfordIlfocolor100Plus.jpg
1361;013614;Ilford Ilfocolor 100 plus;Imation HP 100;3M / Ferrania;3;;90’s ?;Mid-2000’s ?;Ilford, GB (Only in Italy ?);0;Ilfocolor100plusFirst.jpg
1396;013963;Ilford Ilfocolor 400 plus;Solaris FG;Ferrania;3;;2001;2008;Ilford, GB (Only in Italy);0;
0273;002734;Ilford Ilfocolor Super HR100;Agfa Emulsion;Agfa;2;;1988 ?;90’s ?;Ilford Limited / CIBA;0;IlfocolorSuperHR100.jpg
1734;017340;Ilford OPTHALMIC;;Ilford ltd;;Made in UK;;;;0;
1758;017584;Ilford Ortho Plus Copy Film – ISO 80 (120 & 135) #Ortho+;Black and white, orthochromatic copy film in 135 & 120 format;Ilford ltd;;Made in UK;Oct 2019;;;2;IlfordOrthoPlus135.jpg
1746;017460;Ilford PAN 100 #Pan100;"""Based on FP4+ and HP5+ technology, but are produced to lower specifications and tolerances"" - David Carper, ILFORD Technical Service, dec 2002";Ilford - HARMAN technology Ltd;;Made in UK;~2002 ?;;;2;IlfordPan100.jpg
1747;017470;Ilford PAN 400 #pan400;"""Based on FP4+ and HP5+ technology, but are produced to lower specifications and tolerances"" - David Carper, ILFORD Technical Service, dec 2003";Ilford - HARMAN technology Ltd;;Made in UK;~2002 ?;;;2;IlfordPan400.jpg
1749;017490;Ilford PAN F (Black box, DX coded) #PanF Pan-F;;Ilford ltd;;Made in UK;~1983 ?;1992 ? Pan-F+ introduced;;0;ILfordPanFBlack.jpg
1745;017450;Ilford PAN F (Pl) (50 ASA) #Pan-F panf;;Ilford ltd;;Made in UK;;;;0;
1757;017570;Ilford PAN F PLUS (50 ASA) (Black Box) #Pan-F PANF;;Ilford ltd;;Made in UK;1993;~2003;;0;IlfordPanFplusBlack.jpg
1757;017570;Ilford PAN F PLUS (50 ASA) (White Box) #Pan-F PanF;;Ilford ltd / HARMAN technology Ltd;;Made in UK;~2003;2018;;0;PanF50Plus.jpg
1757;017570;Ilford PAN F PLUS (Black&White box) #Pan-F PANF;New B&W box;HARMAN technology Ltd;;Made in UK;2018;;;2;ILfordPanF2018.jpg
1735;017350;Ilford SFX200;Near infrared film. New B&W box, same film;HARMAN technology Ltd;;Made in UK;2018;;;2;IlfordSFX2018.jpg
1735;017350;Ilford SFX200;Near infrared film. Re-introduced;Ilford - HARMAN technology Ltd;;Made in UK;2007;2018;;0;IlfordSFX200Black.jpg
1840;018400;Ilford SFX200;Near infrared film. ;Ilford ltd;;Made in UK;~1995 ?;2005;;0;
1748;017480;Ilford SP815T;Infrared. SFX 200 for trafic surveillance;Ilford ltd;;Made in UK;;;;0;IlfordSP816T.jpg
1733;017330;Ilford SP816T POLY;Near infrared for trafic surveillance. Based on Ilford SFX200;Ilford ltd;;Made in UK;;;;0;
1737;017370;Ilford UNIVERSAL 100;;Ilford ltd;;Made in UK;;;;0;
1736;017360;Ilford UNIVERSAL 400;;Ilford ltd;;Made in UK;;;;0;
1761;017610;Ilford XP1 400 (P1) Chromogenic (iso 400);;Ilford ltd;;Made in UK;1980;Mid-80’s ?;;0;
1762;017620;Ilford XP1 400 Chromogenic (iso 400);Improved ?;Ilford ltd;;Made in UK;Mid-80’s ?;1991;;0;IlfordXP1.jpg
1763;017630;Ilford XP2 400 Chromogenic;;Ilford ltd;;Made in UK;1991;1996;;0;IlfordXP2.jpg
1763;017630;Ilford XP2 400 Chromogenic (improved);;Ilford ltd;;Made in UK;1996;~1998;;0;IlfordXP2.jpg
1764;017640;Ilford XP2 SUPER 400;New B&W box, same film;HARMAN technology Ltd;;Made in UK;2018;;;2;IlfordXP2super2018.jpg
1764;017640;Ilford XP2 SUPER 400;;ILFORD Imaging UK Limited;;Made in UK;1998 ?;2018;;0;IlfordXP2SuperLast.jpg
0385;003850;IMATION CHROME 100;;Imation S.P.A (3M);;;;;;0;ImationChrome100.jpg
0388;003880;IMATION CHROME 200;;Imation S.P.A (3M);;;;;;0;
0388;003880;IMATION CHROME 400;;Imation S.P.A (3M);;;;;;0;ImationChrome400.jpg
0390;003900;IMATION CHROME 640T;;Imation S.P.A (3M);;;~1981;;;0;ImationChrome640T.jpg
1031;010314;IMATION COLOR HP100;;Imation S.P.A (3M);;;1998;;;0;ImationHP100.jpg
1361;013610;IMATION COLOR HP100;;Imation S.P.A (3M);;;1998;;;0;ImationHP100.jpg
1032;010323;IMATION COLOR HP200;;Imation S.P.A (3M);;;1998;;;0;ImationHP200.jpg
1362;013620;IMATION COLOR HP200;;Imation S.P.A (3M);;;1998;;;0;ImationHP200.jpg
1364;013640;IMATION COLOR HP400;;Imation S.P.A (3M);;;~1997 ?;;;0;
0145;001450;Infa Infacolor 樱花 (Sakura) SR100 ISO 100;Chinese film ? Or Konica film for China ?;;;Made in China ?;;;;0;InfacolorSR100.jpg
0454;004544;Intercolor Platin 200;Konica Color VX 200 Super;Konica;4;Made in Japan;1996;2002;Interdiscount, CH;0;InterColorPalatin.jpg
5242;052424;Iris Color ISO 200 MilleniuM;;;;;;;Lobo Corp.;0;
1841;018410;Isokta Color FCX 100 Papier Couleur #FCX100 100FCX isoktacolor;Perutz SC 100-2 / Agfa Vista. Process AP70/C41;Agfa;2;Made in Germany;~1997 ?;;ORACE, France;0;IsoktaFCX100.jpg
1851;018510;Isokta Color FCX 200 Papier Couleur #FCX200 200FCX isoktacolor;Perutz SC 200-2 / Agfa Vista. Process AP70/C41;Agfa;2;Made in Germany;~1997 ?;;ORACE, France;0;IsoktaFCX200.jpg
1849;018493;Isokta Color FCX 400 Papier Couleur #FCX400 400FCX isoktacolor;Perutz SC 400-2 / Agfa Vista. Process AP70/C41;Agfa;4;Made in Germany;~1997 ?;;ORACE, France;0;IsoktaFCX400.jpg
1399;;Italian Film Inside – blue paper ISO 400;Solaris Color FG Plus 400. Disposable camera ?;;4;;;;;0;
6840;868400;JCH FuguFilm 400 Positive color film #JCKH Japan Camera Hunter;“The film has been conceived and made completely from scratch”;Innoviscoat ??;;Made in UE ?;2022;;Japan Camera Hunter;1;Fugufilm400.jpg
6840;868400;JCH StreetPan 400 (black & red box) #JCKH Japan Camera Hunter;Discontinued Agfa Surveillance film. Could be Aviphot Pan 400s. New box design, same film.;Agfa;3;Made in Belgium;2021;;Japan Camera Hunter;2;JCHstreet2021.jpg
6840;868400;JCH StreetPan 400 #JCKH Japan Camera Hunter;Discontinued Agfa Surveillance film. Could be Aviphot Pan 400s ;Agfa;3;Made in Belgium;2016 (35mm), 2017 (120);2021;Japan Camera Hunter;0;JCH400.jpg
1558;915584;Jessops diamond 2 Everyday ISO 400 #Diamond2;KODAK Color Negative 400;;3;;2007 ?;;Jessops, GB;0;JessopsDiamond2-400.jpg
0756;007564;Jessops diamond Everyday ISO 200;AgfaColor 200;;3;;2003;;Jessops, GB;0;JessopsDiamond200.jpg
0755;007550;Jessops diamond Fine ISO 100;Agfacolor 100-N;;3;;2003;;Jessops, GB;0;
1852;018524;Jessops SHR100;PERUTZ SC 100 / Agfa;Agfa;3;Made in Germany;2004 ?;End of 2000’s ?;Jessops, GB;0;JessopsSHR100.jpg
1852;018524;Jessops SHR100 Improved Emulsion;Agfa ? Uncertain DX…;Agfa;1;Made in Germany ?;End of 2000’s ?;;Jessops, GB;0;JessopSHR100improved.jpg
1844;018444;Jessops SHR200;PERUTZ SC 200 / SC 200-3;Agfa;2;Made in Germany;2004 ?;;Jessops, GB;0;JessopSHR200.jpg
1848;018480;Jessops SHR400;PERUTZ SC 400 ? Uncertain DX...;Unknown;1;;2004 ?;;Jessops, GB;0;JessopSHR400.jpg
0272;002724;KALT ISO 100 White cartridge;Reloadable Metal Film Cassette for Bulk Loading;;;;;;;0;KaltWhite.jpg
0272;002724;KALT ISO 400 White cartridge;Reloadable Metal Film Cassette for Bulk Loading;;;;;;;0;KaltWhite400.jpg
1808;018084;KALT ISO 400 Yellow cartridge;Reloadable Metal Film Cassette for Bulk Loading;;;;;;;0;KaltYellow.jpg
1770;017701;Kentmere 100 ;"Close to Ilford Pan 100, but stated as ""absolutely brand new […] emulsion""";Harman Technology (Ilford);1;Made in England;~2009;2018;;0;Kentmere100.jpg
1770;017703;Kentmere 400;"Close to Ilford Pan 100, but stated as ""absolutely brand new […] emulsion""";Harman Technology (Ilford);1;Made in England;~2009;2018;;0;Kentmere400.jpg
1770;017701;Kentmere Pan 100 ;"New packaging, same film. Close to Ilford Pan 100, but stated as ""absolutely brand new […] emulsion""";Harman Technology (Ilford);1;Made in England;2018;;;2;KentmerePan100.jpg
1770;017703;Kentmere Pan 400;"New packaging, same film. Close to Ilford Pan 100, but stated as ""absolutely brand new […] emulsion""";Harman Technology (Ilford);1;Made in England;2018;;;2;KentmerePan400.jpg
1770;017703;Kentmere Pan 400 Candy pack;Kentmere 400 for Harman Reusable Camera kit.;Harman Technology (Ilford);;Made in England;2019;;;2;Kentmere400candy.jpg
1851;018513;Kirkland 200 Color Print Film;Made in Germany by Agfa;Agfa;4;Made in Germany;;;CWC, Seattle, USA;0;
1851;018513;Kirkland Signature 200 DX coding, AP70/C-41;Agfa Perutz SC-200;Agfa;3;Made in Germany;;;CWC, Seattle, USA;0;KirklandSign200.jpg
1849;018493;Kirkland Signature 400 Color Print Film;;Agfa / Perutz ?;;Made in Germany;;;CWC, Seattle, USA;0;
3784;;Klick Extra Definition Multi purpose film XD 200 #XD200;Fuji;Fujifilm;3;Made in Japan;;;Klick Photopoint, UK;0;KlickXD200.jpg
0129;001293;Klick Max 200;Fuji C200 ?;;1;;;;Klick PhotoPoint / Max Spielmann Store;0;KlickMax200.jpg
0130;301304;Klick Max 200;Fujicolor 200;;2;;;;Klick PhotoPoint / Max Spielmann Store;0;KlickMax200.jpg
0129;001293;Klick Max 400;Fuji C400 ?;;1;;;;Klick PhotoPoint / Max Spielmann Store;0;
0419;004194;Klick Photopoint 200 ;Konica Centuria Super 200;;3;;;;Klick Photopoint, UK;0;Klick200.jpg
0426;004264;Klick Photopoint 400 ;Konica Centuria Super 400;;3;;;;Klick Photopoint, UK;0;Klick400.jpg
1564;015640;Kodak (Gold?) 200-8;;;;;;;;1;
1270;912704;Kodak 100 (Gen 7?);;Kodak;;;;;;0;
1250;512503;Kodak 200 (Gen 7?);Similar to Gold 200 Gen 6 ?;Kodak;;;;;;0;Kodak200.jpg
1271;912713;Kodak 200 (Gen 7?);Similar to Colorplus ?;Kodak;;;~2006;;;0;
1537;915374;Kodak 400 35mm color print film GC400;Ultra Max 400 for disposable camera ? DX coded;Kodak;3;;;;;0;Kodak400UltramaxDispo.jpg
1527;015270;Kodak 400 Color Negative Film;;Kodak;;;;;;0;
1537;015377;"Kodak 400 GC White can ""for use in Kodak single use cameras""";Kodak Max or similar… disposable camera;Kodak;;;;;;0;
1315;013157;Kodak 400 white can;"""For use in Kodak single use cameras"". Gold II 400 / Max 400 (Gold gen 3)";Kodak;3;;;;;0;
0696;006960;Kodak 800 Color Negative Film;;Kodak;;;;;;0;
0690;006907;Kodak 800 GT For Use in Kodak Single Use Camera (Yellow);Kodak MAX Zoom 800 for disposable camera;Kodak;3;;;;;0;
0693;006937;Kodak 800-4 GT For Use in Kodak Single Use Camera (White);Kodak Max 800 for disposable camera. ;Kodak;3;;;;;2;Kodak800Dispo.jpg
1077;010774;Kodak Academy 200 B&W;For specific market such as India or Russia. ;Kodak;;Made in England ?;~1993;~2004 ?;;0;KodakAcademy200OLD.jpg
1080;110809;Kodak Academy Professional 200 B&W;For specific market such as India or Russia. Could be T-max…;Kodak;;;~2004 ?;;;1;KodakAcademy200.jpg
1291;012910;Kodak AUTOCOLOR 100 AC – Code 5095;Similar to Gold Plus ?;;;;;;;0;
1323;013230;Kodak AUTOCOLOR 100 AC – Code 5218;Similar to Gold Plus ?;;;;;;;0;
1261;212613;Kodak Black and White 400 BWC C-41;;Kodak;;;1999;;;0;KodakBWC.jpg
1261;312613;Kodak Black and White 400 BWC C-41 (With C-41 warning, first version?);;Kodak;;;1999;;;0;KodakBWC.jpg
1556;015560;Kodak Black&White C41 400 Film;"Chromogenic film. New name of Black&White ""Plus""";Kodak;;;2002;;;0;Kodakblacknwhite400.jpg
1261;112617;Kodak Black&White C41 400 ISO Film Select Series – Japan version #+400 Black-and-White+ plus;"Chromogenic film, orange mask. Became Black&White (whitout ""plus"")";Kodak;;Made in USA ?;1998;2002 ?;;0;KodakBandWplus.jpg
1261;012610;Kodak Black&White C41 400 ISO Film Select Series #+400 Black-and-White+ plus;"Chromogenic film, orange mask. Became Black&White (whitout ""plus"")";Kodak;;Made in USA;1998;2002 ?;;0;KodakBandWplus.jpg
1270;512703;Kodak CE Color film ISO 100;;Eastman Kodak Company, USA;;;Late 60's;;Kodak (Australasia) Pty Ltd;0;KodakCE.jpg
1335;013350;Kodak CE Color film ISO 100 (US?) - Code 5218;;Kodak;;;;;;0;
1553;015530;Kodak Color Negative 100 Film;;Kodak;;;;;;0;
1559;015590;Kodak Color Negative 100 Film;;Kodak;;;;;;0;
1554;015540;Kodak Color Negative 200 Film;;Kodak;;;;;;0;
1560;015600;Kodak Color Negative 200 Film;;Kodak;;;;;;0;
1555;015550;Kodak Color Negative 400 Film;;Kodak;;;;;;0;
1558;015580;Kodak Color Negative 400 Film;;Kodak;;;;;;0;
1561;015610;Kodak Color Negative 400 Film 400-3;Cheap film used for rebranding;Kodak;;;2011 ?;;;2;
1557;015570;Kodak Color Negative 800 Film;;Kodak;;;;;;0;
1562;015620;Kodak Color Negative 800 Film;;Kodak;;;2011 ?;;;0;
1270;712704;Kodak Color Plus 200 Colorplus;Russian edition ?;Kodak;;;;;;1;ColorPlusRu.jpg
1271;512713;Kodak Color Plus 200 Colorplus (Actual);Similar to ProFoto (or VR200?);Kodak Industrie;;No country of origin indicated on the box…;;;Kodak;2;ColorPlus.jpg
1271;912714;Kodak Color Plus 200 Colorplus (Actual);Similar to ProFoto (or VR200?);Kodak Industrie;;No country of origin indicated on the box…;;;Kodak;2;ColorPlus.jpg
1271;912714;Kodak Color Plus 200 Colorplus (Candy pack);Kodacolor VR 200 derivative ?;Kodak Industrie;;No country of origin indicated on the box…;;;Kodak;2;KodakColorPlusCandy.jpg
1271;912714;Kodak Color Plus 200 Colorplus (First edition, French version);;Kodak Industrie;;Made in France (Chalon sur saône);;;Kodak;0;KodakColorPlusFR.jpg
1550;015504;Kodak Color Plus 200 Colorplus (First edition);Kodacolor VR 200 ? Only sold in emerging market but imported worldwide.;Eastmann Kodak;2;Made in USA and finished in Mexico;;;Kodak;0;ColorPlus1er.jpg
1274;012740;Kodak Colour Negative 100 Film;;Kodak;;;;;;0;
1266;012660;Kodak Commercial 200;"""medium-speed, blue-sensitive film with moderately high contrast"". Similar to Kodacolor VR200 ?";Kodak;;;;~2002;;0;
1076;010764;Kodak Cosmos 400;"T-max familly for astronomy ? ""School activity film""";Kodak;;;1994;2001;;0;KodakCosmos400.jpg
0326;003264;Kodak EKTACHROME 100 EN (Daylight) – Code 5039 #EN100;;;;;;end of 80’s ?;;0;
0847;008470;Kodak EKTACHROME 100 Film;;;;;;;;0;
0329;003294;Kodak EKTACHROME 100 HC - Code : 5009 / 6009 - EC;;;;;;;;0;
0840;008404;Kodak EKTACHROME 100 Plus – Code 5000 EPW;;;;;;;;0;
0840;;Kodak EKTACHROME 100 Plus EPP Press Pack;50 rolls press pack, can be stored at room temperature;;;;;;;0;
0840;;Kodak EKTACHROME 100 Plus EPP Professional - Code : 5005 / 6005 – EPP;;;;;1988;2009;;0;KodakEkta100PlusEPP.jpg
0840;;Kodak EKTACHROME 100 PLUS Professional - Code : 6105 - EPP;;;;;1988 ?;2009 ?;;0;KodakEkta100PlusEPP.jpg
0839;008393;Kodak EKTACHROME 100 PLUS Professional, EPPE-6 - Code : 5005;;;;;1988 ?;2009 ?;;0;
0838;008384;Kodak EKTACHROME 100 Professional - Code : 5012 / 6012 - EPN;;;;;1984;2007;;0;KodakEkta100EPN.jpg
0847;;Kodak EKTACHROME 100 professional - Code : 5058 / 7058 EPN404;135-36;;;;~ 1996;2010;;0;
0847;;Kodak EKTACHROME 100 Professional - Code : 6122 - EPN;;;;;1984;2007;;0;
0860;008600;Kodak EKTACHROME 100 Professional Film (Daylight);;;;;;;;0;
0839;008394;Kodak EKTACHROME 100 Professional Film (Daylight) – Code 5005 EPP;;;;;;;;0;
0329;003294;Kodak EKTACHROME 100HC – Code EC100;;;;Made in USA or England;1988;~2003 ?;;0;KodakEkta100HC.jpg
0329;003294;Kodak EKTACHROME 100HC – Code EPC100;;;;Made in USA or England;1988;~2003 ?;;0;KodakEkta100HC.jpg
0334;003340;Kodak EKTACHROME 100X Professional - Code : 5024 / 6024 / 7024 - EPZ;;;;;1991;~1998 ?;;0;KodakEkta100x.jpg
0325;003250;Kodak EKTACHROME 160T Film (Tungsten) Code : 5077 – ET #160ET ET160;;;;;1976;90’s ?;;0;KodakEkta160Tungsten.jpg
0836;008364;Kodak EKTACHROME 160T Professional Film - Code : 5037 / 6037 – EPT #EPT160;;;;;90’s ?;~2006;;0;KodakEkta160EPT.jpg
0836;008360;Kodak EKTACHROME 160T Professional Film (Tungsten) Code : 5077 – ET #160ET ET160;E-6 process;;;UK ?;90’s ?;~2000’s ?;;0;Ekta160T-ET-UK.jpg
0836;;Kodak EKTACHROME 160T Professional, EPT120, Tungsten, sheets - Code : 6037;;;;;~1978 ?;~2006;;0;
0836;;Kodak EKTACHROME 160T Professional, EPT404, Tungsten, PRFD-2 KS U - Code : 5037;Bulk 35mm x 100 ft;;;;~ 1996 ??;;;0;
0324;003244;Kodak EKTACHROME 200 (Daylight) - Code : 5076 - ED;E-6 process;;;;;90’s ?;;0;KodakEkta200ED.jpg
0835;008354;Kodak EKTACHROME 200 (Daylight) - Code : 5076 - ED;;;;;;90’s ?;;0;KodakEkta200ED.jpg
0335;003350;Kodak EKTACHROME 200 Film;Remplacement for High Speed Ektachrome;;;;1978;;;0;
0835;008354;Kodak EKTACHROME 200 Professional - Code : 6176 - EPD;;;;;1980;End of 80's ?;;0;KodakEkta200EPD.jpg
0835;;Kodak EKTACHROME 200 Professional Film (bulk), Daylight, SP952 - Code : 6176;Bulk 9.5inch x 125 feet;;;;;~1996;;0;
0835;;Kodak EKTACHROME 200 Professional, EPD120, Daylight, sheets ;;;;;~ 1996;;;0;
0835;008354;Kodak EKTACHROME 200 Professional, EPDE-6 - Code : 5036 / 6036 - EPD;E-6 process;;;;1976;~2009 ?;;0;KodakEkta200EPD.jpg
0843;008430;Kodak EKTACHROME 320 Professional Film – Code 5042;;;;;;;;0;
0843;008434;Kodak EKTACHROME 320T Professional - Code : 5042 - EPJ;;;;Made in USA;~1993;;;0;KodakEkta320T.jpg
0843;108434;Kodak EKTACHROME 320T Professional - Code : 5042 - EPJ;;;;Made in USA;~1993;;;0;KodakEkta320T.jpg
0333;003330;Kodak EKTACHROME 400  – Code 5074;;;;;;Early 90’s ?;;0;
0323;003234;Kodak EKTACHROME 400 (Daylight) - Code : 6074 / 5074 - EL;120 & 135, E6 Process;;;Made in USA & UK ;1978;Early 90’s;;0;KodakEkta400nonPro.jpg
0842;008420;Kodak EKTACHROME 400 Professional Film – Code 5075;;;;;80's;;;0;KodakEktachrome400.jpg
0834;008344;Kodak EKTACHROME 50 Professional Film (Tungsten) EPY – Code 5018;E-6 process.;;;;1976;1987 ?;;0;KodakEkta50EPY.jpg
